Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
12 September 2024, 1.1016, 157.02, 1.9558, 25.122, 7.4620, 0.84460, 395.88, 4.2978, 4.9740, 11.4140, 0.9414, 152.30, 11.9340, 37.4020, 1.6497, 6.2309, 1.4964, 7.8441, 8.5945, 17007.44, 4.1344, 92.4900, 1477.30, 21.7456, 4.7746, 1.7960, 61.852, 1.4380, 37.146, 19.7713, 
